,Name,Rating,Expertise,Number_of_Employees,Type,Age,Location,Highly_Rated_For,Critically_Rated_For
190,Alembic Pharmaceuticals,4,Pharma,10k-50k Employees,Public,116 years old,Vadodara/Baroda +133 more,"Salary & Benefits, Work Life Balance",Data missing
191,R1 RCM,3.9,BPO,5k-10k Employees,Data missing,20 years old,Murray +24 more,"Job Security, Company Culture, Work Life Balance",Data missing
192,Access Healthcare,3.9,IT Services & Consulting,5k-10k Employees,Data missing,12 years old,Dallas +27 more,"Job Security, Company Culture",Data missing
193,DCB Bank,3.9,Banking,5k-10k Employees,Fortune India 500,93 years old,Mumbai +293 more,"Job Security, Work Life Balance, Company Culture",Data missing
194,Hindustan Coca Cola Beverages,4.3,Beverage,5k-10k Employees,Data missing,26 years old,Bangalore +205 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
195,Wipro Infotech,4.1,IT Services & Consulting,1 Lakh+ Employees (Global),MNC,78 years old,Bangalore +117 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
196,Vishal Mega Mart,3.8,Retail,10k-50k Employees,Data missing,15 years old,Gurgaon/Gurugram +306 more,Salary & Benefits,Data missing
197,ITC Infotech,3.5,IT Services & Consulting,10k-50k Employees,Data missing,23 years old,Bangalore/Bengaluru +47 more,Data missing,Promotions / Appraisal
198,Barclays,4.1,Banking,10k-50k Employees,Forbes Global 2000,333 years old,London +30 more,"Job Security, Company Culture, Work Life Balance",Data missing
199,Tata AIA Life Insurance,4.1,Insurance,10k-50k Employees,Data missing,22 years old,Mumbai +288 more,"Job Security, Salary & Benefits, Skill Development / Learning",Data missing
200,Maersk,4.3,Other,10k-50k Employees,Data missing,119 years old,Copenhagen +31 more,"Work Life Balance, Company Culture, Job Security",Data missing
201,Glenmark Pharmaceuticals,4,Pharma,10k-50k Employees,Public,46 years old,Mumbai +130 more,"Job Security, Skill Development / Learning, Salary & Benefits",Data missing
202,ABB Group,4.1,Electrical Equipment,1k-5k Employees,Public,35 years old,Zurich +92 more,"Job Security, Work Life Balance, Company Culture",Data missing
203,Wipro Consumer Care & Lighting,3.8,FMCG,1k-5k Employees,Data missing,78 years old,Bangalore/Bengaluru +88 more,Job Security,Data missing
204,Ipca Laboratories,4,Pharma,10k-50k Employees,Public,74 years old,Mumbai +116 more,"Job Security, Work Life Balance, Skill Development / Learning",Data missing
205,Aakash Educational Services,3.6,EdTech,10k-50k Employees,Data missing,35 years old,New Delhi +194 more,Data missing,Data missing
206,NatWest Group,4.1,Banking,10k-50k Employees,Forbes Global 2000,Data missing,Gurgaon/Gurugram +22 more,"Work Life Balance, Job Security, Company Culture",Data missing
207,Axis Direct,3.9,Financial Services,1k-5k Employees,Data missing,12 years old,San Mateo +267 more,Data missing,Data missing
208,CMS IT Services,3.1,IT Services & Consulting,5k-10k Employees,Startup,9 years old,Bangalore +133 more,Data missing,"Promotions / Appraisal, Salary & Benefits, Company Culture"
209,Bank of America,4.4,Banking,10k-50k Employees,Fortune India 500,25 years old,Charlotte +27 more,"Job Security, Work Life Balance, Company Culture",Data missing
210,DTDC Express,3.8,Logistics,1k-5k Employees,Data missing,33 years old,Bangalore/Bengaluru +219 more,Data missing,Data missing
211,MRF Tyres,3.7,Auto Components,10k-50k Employees,Public,77 years old,Chennai +161 more,Job Security,Data missing
212,Aarti Industries,4.1,Agro Chemicals,5k-10k Employees,Public,48 years old,Mumbai +41 more,"Job Security, Work Life Balance, Skill Development / Learning",Data missing
213,Honda Motorcycle & Scooter,4.2,Automobile,10k-50k Employees,Data missing,24 years old,Gurgaon/Gurugram +198 more,"Job Security, Company Culture, Work Life Balance",Data missing
214,Paras Hospital,4.6,Healthcare,5k-10k Employees,Data missing,17 years old,Gurgaon/Gurugram +41 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
215,24/7 Customer,3.6,BPO,5k-10k Employees,Data missing,23 years old,San Jose +22 more,Data missing,Data missing
216,Jindal Steel and Power,3.9,Iron & Steel,5k-10k Employees,Fortune India 500,44 years old,Delhi/NCR +101 more,"Skill Development / Learning, Job Security",Data missing
217,Utkarsh Small Finance Bank,3.9,Banking,10k-50k Employees,Public,14 years old,Varanasi +280 more,Job Security,Data missing
218,Berger Paints,3.7,Chemicals,1k-5k Employees,Public,100 years old,Kolkata +216 more,Job Security,Data missing
219,Reliance Nippon Life Insurance,3.9,Insurance,10k-50k Employees,Data missing,23 years old,Mumbai +419 more,Data missing,Data missing
220,HDFC Ergo General Insurance,4,Insurance,10k-50k Employees,Public,21 years old,Mumbai +215 more,"Job Security, Company Culture, Work Life Balance",Data missing
221,PolicyBazaar,3.4,Internet,10k-50k Employees,Public,15 years old,Gurgaon +72 more,Data missing,Work Life Balance
222,Conduent,3.6,BPO,5k-10k Employees,Data missing,6 years old,Florham Park +20 more,Data missing,"Promotions / Appraisal, Salary & Benefits"
223,RBL Bank,3.7,Banking,10k-50k Employees,Public,80 years old,Mumbai +203 more,Data missing,Data missing
224,Carelon Global Solutions,4,IT Services & Consulting,5k-10k Employees,Data missing,Data missing,Hyderabad/Secunderabad +9 more,"Job Security, Salary & Benefits, Company Culture",Data missing
225,Escorts Kubota Limited,4.1,Automobile,1k-5k Employees,Public,63 years old,Faridabad +123 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
226,Kotak Mahindara Life Insurance,3.9,Insurance,10k-50k Employees,Public,22 years old,Mumbai +198 more,Job Security,Data missing
227,Marpu Foundation,4.8,Non-Profit,11-50 Employees,Data missing,7 years old,Hyderabad/Secunderabad +45 more,"Company Culture, Work Satisfaction, Skill Development / Learning",Data missing
228,GeBBS Healthcare Solutions,3.7,BPO,5k-10k Employees,Data missing,18 years old,Culver City +15 more,Job Security,Data missing
229,Ceat Tyres,4,Auto Components,5k-10k Employees,Public,65 years old,Mumbai +104 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
230,Cogent E Services,3.4,BPO,10k-50k Employees,Conglomerate,19 years old,Noida +32 more,Data missing,Data missing
231,Indiabulls Home Loans,3.8,NBFC,5k-10k Employees,Public,18 years old,Gurgaon/Gurugram +182 more,Data missing,Data missing
232,PNB MetLife,3.4,Insurance,5k-10k Employees,Conglomerate,22 years old,Mumbai +306 more,Data missing,Data missing
233,GATI-KWE,4,Logistics,1k-5k Employees,Data missing,11 years old,Hyderabad/Secunderabad +154 more,"Skill Development / Learning, Job Security, Work Life Balance",Data missing
234,Shoppers Stop,4.2,Retail,5k-10k Employees,Public,32 years old,Mumbai +62 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
235,Indian Oil Corporation,4.4,Oil & Gas,10k-50k Employees,Fortune India 500,64 years old,Delhi/NCR +234 more,"Work Life Balance, Company Culture, Job Security",Data missing
236,Dabur,3.8,FMCG,5k-10k Employees,Public,139 years old,Ghaziabad +234 more,Data missing,Data missing
237,Reliance Digital,4.2,Retail,5k-10k Employees,Data missing,16 years old,Mumbai +287 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
238,ACC,3.9,Building Material,5k-10k Employees,Public,87 years old,Mumbai +204 more,Data missing,Data missing
239,JK Cement,4.1,Building Material,1k-5k Employees,Public,49 years old,Gurgaon/Gurugram +217 more,"Salary & Benefits, Job Security, Company Culture",Data missing
240,IndiGo,3.6,Aviation,10k-50k Employees,Fortune India 500,18 years old,Gurgaon/Gurugram +83 more,Data missing,Data missing
241,Jubilant Foods Works,3.8,Food Processing,10k-50k Employees,Public,28 years old,Noida +181 more,"Skill Development / Learning, Salary & Benefits",Data missing
242,S&P Global,4.2,IT Services & Consulting,5k-10k Employees,Public,106 years old,New York City +22 more,"Company Culture, Work Life Balance, Job Security",Data missing
243,HARMAN,3.8,Consumer Electronics & Appliances,5k-10k Employees,Public,14 years old,Stamford +27 more,Work Life Balance,Data missing
244,Torrent Pharmaceuticals,3.9,Pharma,10k-50k Employees,Public,52 years old,Ahmedabad +92 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
245,Reliance SMSL,4,BPO,1k-5k Employees,Public,16 years old,Mumbai +462 more,"Skill Development / Learning, Salary & Benefits, Work Life Balance",Data missing
246,Birlasoft,3.8,IT Services & Consulting,10k-50k Employees,Public,28 years old,Pune +32 more,Data missing,Data missing
247,ArcelorMittal Nippon Steel,4,Iron & Steel,5k-10k Employees,Conglomerate,Data missing,Surat +62 more,"Job Security, Skill Development / Learning, Work Life Balance",Data missing
248,Synechron,3.9,IT Services & Consulting,5k-10k Employees,Data missing,22 years old,New York +23 more,"Salary & Benefits, Skill Development / Learning, Company Culture",Data missing
249,Titan Company,4.4,Retail,5k-10k Employees,Public,39 years old,Bangalore +132 more,"Company Culture, Job Security, Skill Development / Learning",Data missing
250,KPIT Technologies,3.6,Software Product,5k-10k Employees,Public,33 years old,Pune +28 more,Data missing,Data missing
251,Bajaj Electricals,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,85 years old,Mumbai +183 more,"Salary & Benefits, Work Life Balance, Company Culture",Data missing
252,Lenskart,3.2,Internet,5k-10k Employees,Indian Unicorn,13 years old,Faridabad +150 more,Data missing,Promotions / Appraisal
253,Wipro Enterprises Ltd,3.9,IT Services & Consulting,501-1k Employees,Data missing,78 years old,Bangalore +79 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
254,Square Yards,3.9,Real Estate,1k-5k Employees,Data missing,10 years old,Gurgaon +40 more,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Data missing
255,Simplex Infrastructures,3.3,Engineering & Construction,1k-5k Employees,Public,99 years old,Kolkata +130 more,Data missing,"Salary & Benefits, Promotions / Appraisal"
256,UPL,4.1,Agro Chemicals,5k-10k Employees,Public,54 years old,Mumbai +148 more,"Job Security, Skill Development / Learning, Work Life Balance",Data missing
257,Statestreet HCL Services,3.2,BPO,5k-10k Employees,Data missing,11 years old,New Delhi +16 more,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture"
258,Dilip Buildcon,4,Engineering & Construction,10k-50k Employees,Public,36 years old,Bhopal +176 more,Skill Development / Learning,Data missing
259,Tech Mahindra Business Services,3.5,BPO,5k-10k Employees,Public,20 years old,Mumbai +43 more,Data missing,Data missing
260,AGS Health,4,BPO,10k-50k Employees,Data missing,12 years old,Washington DC +32 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
261,Tata AIG,4.2,Insurance,5k-10k Employees,Data missing,23 years old,Mumbai +211 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
262,Patanjali Ayurved,4,FMCG,5k-10k Employees,Fortune India 500,17 years old,Haridwar +263 more,"Work Life Balance, Job Security",Data missing
263,Domino's Pizza,4,Hospitality,1k-5k Employees,Public,63 years old,Ypsilanti +210 more,"Skill Development / Learning, Salary & Benefits, Company Culture",Data missing
264,Huawei Technologies,4,IT Services & Consulting,51-200 Employees,Data missing,21 years old,Gurgaon/Gurugram +93 more,"Salary & Benefits, Skill Development / Learning",Data missing
265,KocharTech,4.2,IT Services & Consulting,1k-5k Employees,Data missing,28 years old,Gurgaon/Gurugram +23 more,"Skill Development / Learning, Company Culture, Work Satisfaction",Data missing
266,Apollo Tyres,4,Auto Components,10k-50k Employees,Public,51 years old,Gurgaon/Gurugram +146 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
267,Flex,4.1,Electronics Manufacturing,5k-10k Employees,Forbes Global 2000,54 years old,San Jose +36 more,"Company Culture, Work Life Balance, Skill Development / Learning",Data missing
268,Capita,3.8,IT Services & Consulting,5k-10k Employees,Data missing,18 years old,Indore +20 more,"Work Life Balance, Job Security",Data missing
269,Alstom Transportation,3.9,Engineering & Construction,5k-10k Employees,Forbes Global 2000,95 years old,Saint-Ouen +60 more,Job Security,Data missing
270,AFCONS Infrastructure,4.4,Engineering & Construction,5k-10k Employees,Data missing,64 years old,Mumbai +87 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
271,Suzlon Group,4.1,Power,5k-10k Employees,Public,28 years old,Pune +101 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
272,McDonald's,4.2,Hospitality,5k-10k Employees,Forbes Global 2000,68 years old,Chicago +131 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
273,IGT Solutions,3.3,IT Services & Consulting,5k-10k Employees,Data missing,25 years old,Gurgaon/Gurugram +21 more,Data missing,Promotions / Appraisal
274,EY Global Delivery Services ( EY GDS),3.7,Accounting & Auditing,50k-1 Lakh Employees,Data missing,21 years old,Bangalore/Bengaluru +38 more,"Job Security, Skill Development / Learning",Data missing
275,Mankind Pharma,4.1,Pharma,10k-50k Employees,Fortune India 500,28 years old,New Delhi +181 more,"Salary & Benefits, Skill Development / Learning, Company Culture",Data missing
276,Lava International,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,14 years old,Noida +206 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
277,Zensar Technologies,3.8,IT Services & Consulting,5k-10k Employees,Public,22 years old,Pune +21 more,Work Life Balance,Data missing
278,Birla Sun Life Insurance,4.2,Insurance,10k-50k Employees,Data missing,23 years old,Mumbai +352 more,"Job Security, Company Culture, Work Life Balance",Data missing
279,TVS Credit,4.4,NBFC,10k-50k Employees,Public,15 years old,Chennai +277 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
280,Max Healthcare,4.1,Healthcare,1k-5k Employees,Fortune India 500,22 years old,Delhi/NCR +52 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
281,Taj Hotels Resorts and Palaces,4.2,Hospitality,10k-50k Employees,Data missing,120 years old,Mumbai +89 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
282,State Street Syntel,3.7,Financial Services,501-1k Employees,Data missing,19 years old,Mumbai +18 more,"Job Security, Skill Development / Learning",Salary & Benefits
283,Capgemini Engineering,3.6,Data missing,10k-50k Employees,Data missing,Data missing,Gurgaon/Gurugram +19 more,Data missing,Promotions / Appraisal
284,Walmart,4,Retail,5k-10k Employees,Forbes Global 2000,14 years old,Bangalore/Bengaluru +75 more,"Job Security, Company Culture, Salary & Benefits",Data missing
